#section    x     y    z
643   45.5723013719   45.5723013719   135.537799261
644   44.9278826133   44.9278826133   139.720248161
645   45.213162336   45.213162336   137.366862803
646   45.6794564903   45.6794564903   134.458421524
647   45.1210242119   45.1210242119   138.290727924
648   44.8169591954   44.8169591954   139.773756579
649   45.6902628133   45.6902628133   134.46719109
650   45.5845981289   45.5845981289   135.715340058
651   45.4862200013   45.4862200013   135.901868271
652   45.6528626197   45.6528626197   134.503557039
653   46.0280515198   46.0280515198   133.02900455
654   45.6552881855   45.6552881855   135.021279551
655   45.9724914171   45.9724914171   132.508347156
656   47.0749141541   47.0749141541   127.300780106
657   45.9819247216   45.9819247216   133.610122548
658   45.8614075771   45.8614075771   134.190220594
659   46.0142987693   46.0142987693   132.554239116
660   46.3045304135   46.3045304135   131.404790872
661   45.5473455378   45.5473455378   135.740241104
662   45.4527010242   45.4527010242   136.69533138
663   46.0609208154   46.0609208154   133.330643335
664   45.2187949376   45.2187949376   136.690668435
665   47.6403522125   47.6403522125   124.08275694
666   47.5007918105   47.5007918105   124.61393665
667   46.8525401257   46.8525401257   129.070633354
668   45.7867478043   45.7867478043   134.778778231
669   45.7282758437   45.7282758437   134.769161431
670   45.4922021845   45.4922021845   135.031889796
671   45.2611970348   45.2611970348   137.254164369
672   45.4093250539   45.4093250539   136.382737198
673   45.6031783857   45.6031783857   134.582333979
674   45.8111331702   45.8111331702   134.160006868
675   44.1867933049   44.1867933049   143.02185189
676   44.9682775664   44.9682775664   140.42648228
677   45.8257089203   45.8257089203   134.026498873
678   45.2527073924   45.2527073924   137.502251292
679   46.1229250187   46.1229250187   132.86300991
680   46.6991190269   46.6991190269   129.006051758
681   45.72927865   45.72927865   133.560144592
682   45.1040148163   45.1040148163   138.060045866
683   45.2975892581   45.2975892581   137.18276882
684   44.9469690737   44.9469690737   138.733037016
685   45.1584910936   45.1584910936   138.504268576
686   44.9686569822   44.9686569822   139.370671902
687   44.5280920449   44.5280920449   141.897589956
688   44.2907099847   44.2907099847   143.580698495
689   44.7407318449   44.7407318449   140.443466271
690   45.3201302101   45.3201302101   136.360291145
691   46.1597044154   46.1597044154   132.53538034
692   45.2956207889   45.2956207889   136.921943273
693   45.4139884788   45.4139884788   135.475910812
694   45.9955847178   45.9955847178   133.216564442
695   46.0071499505   46.0071499505   133.608091328
696   46.1607751634   46.1607751634   132.383952437
697   47.1933675049   47.1933675049   126.877414133
698   46.9953264551   46.9953264551   127.313891881
699   47.5852016513   47.5852016513   125.329647188
700   46.6040758901   46.6040758901   129.546313455
701   46.5859434401   46.5859434401   129.746577553
702   45.6094718475   45.6094718475   135.751435316
703   45.9385800798   45.9385800798   133.761092967
704   45.4263286494   45.4263286494   135.98143194
705   45.0961904597   45.0961904597   137.930122001
706   44.8337704317   44.8337704317   140.891059452
707   44.4789269968   44.4789269968   141.927570086
708   45.4584144262   45.4584144262   137.285853686
709   44.9251111058   44.9251111058   139.245596249
710   46.2494149363   46.2494149363   131.952279707
711   44.8863619465   44.8863619465   139.035962693
712   44.3666490277   44.3666490277   142.730021824
713   45.5198093316   45.5198093316   136.383084659
714   45.3235474826   45.3235474826   137.553041034
715   45.307580327   45.307580327   136.684831356
716   45.4922175312   45.4922175312   135.791191283
717   45.7772614659   45.7772614659   135.169948041
718   45.1202006204   45.1202006204   138.967409769
719   45.3122704262   45.3122704262   137.62893536
720   44.4134007483   44.4134007483   142.770813477
721   44.9181294536   44.9181294536   139.567500798
722   45.8271558689   45.8271558689   134.010467839
723   45.2928101369   45.2928101369   136.898534198
724   45.8143171893   45.8143171893   133.971052998
725   45.2487330978   45.2487330978   137.76122693
726   45.6762361348   45.6762361348   135.478624043
727   46.825386584   46.825386584   129.256780068
728   45.0232733816   45.0232733816   138.674644526
729   45.0771622457   45.0771622457   138.683236043
730   45.4316232546   45.4316232546   136.182578989
731   44.7330451851   44.7330451851   140.059270693
732   45.9416022958   45.9416022958   133.674132934
733   45.6532537621   45.6532537621   135.097817733
734   46.2927476278   46.2927476278   131.896919557
735   46.2864424792   46.2864424792   131.104634314
736   46.0211458986   46.0211458986   133.636896742
737   46.3784077097   46.3784077097   131.421013459
738   45.8514296568   45.8514296568   134.282628883
739   45.8581697173   45.8581697173   134.446186669
740   45.9324520233   45.9324520233   133.104925076
741   45.1074137648   45.1074137648   138.593795329
742   45.2144468653   45.2144468653   137.664951622
743   45.9487716808   45.9487716808   133.841314134
744   44.8095698546   44.8095698546   139.025734825
745   45.1118949094   45.1118949094   138.754478823
746   44.665785072   44.665785072   141.071271103
747   44.7763646681   44.7763646681   139.802250514
748   45.1973065602   45.1973065602   137.529501449
749   45.0069577843   45.0069577843   139.274786811
750   45.1223715739   45.1223715739   138.547223096
751   45.7826572475   45.7826572475   134.69168955
752   46.4719407936   46.4719407936   130.361729148
753   45.8199822864   45.8199822864   133.040134785
754   46.1804006446   46.1804006446   132.172901552
755   45.686269281   45.686269281   135.43058915
756   45.3646250883   45.3646250883   137.190387511
757   45.8313265742   45.8313265742   133.975589444
758   45.6762292372   45.6762292372   135.23230642
759   46.0185473855   46.0185473855   133.328445456
760   45.3080984595   45.3080984595   137.190033996
761   45.3398606395   45.3398606395   137.370554901
762   45.4320167367   45.4320167367   136.357408597
763   46.1255383725   46.1255383725   131.846633686
764   46.0392729566   46.0392729566   133.452353441
765   45.5453833549   45.5453833549   135.807569709
766   45.4995772434   45.4995772434   136.701582933
767   46.1585269378   46.1585269378   132.118099521
768   46.2929604156   46.2929604156   131.575394494
769   45.9436460872   45.9436460872   133.443878413
770   46.0648514042   46.0648514042   133.086867594
771   46.2407380502   46.2407380502   130.697629088
772   44.6870548852   44.6870548852   140.401797689
773   45.3704190709   45.3704190709   137.196189854
774   44.7383416324   44.7383416324   140.237479311
775   44.986296111   44.986296111   138.705650333
776   45.7160851858   45.7160851858   134.843389339
777   46.0869221925   46.0869221925   132.309210388
778   45.4022164555   45.4022164555   136.337045753
779   45.388725713   45.388725713   135.620906669
780   45.8947077686   45.8947077686   134.003714128
781   46.640855272   46.640855272   130.44969225
782   45.3400405552   45.3400405552   136.878645704
783   45.0956941305   45.0956941305   138.00577717
784   45.1459444934   45.1459444934   137.966843033
785   45.8473945978   45.8473945978   134.093921493
786   44.6755308558   44.6755308558   141.446445618
787   45.8397489317   45.8397489317   134.93031241
788   45.3594594869   45.3594594869   136.635223442
789   44.4597554296   44.4597554296   141.982865641
790   44.8080294694   44.8080294694   139.755795364
791   44.4863003036   44.4863003036   141.970343055
792   44.6893782273   44.6893782273   140.741414806
793   45.4296911375   45.4296911375   136.270400122
794   45.7079644891   45.7079644891   134.875360463
795   45.3164112997   45.3164112997   137.211302296
796   46.2750077096   46.2750077096   131.652166418
797   44.7638674253   44.7638674253   140.301867712
798   45.0493950632   45.0493950632   138.885821961
799   44.6691065772   44.6691065772   141.593771891
800   45.065368253   45.065368253   138.523425963
801   44.1463639349   44.1463639349   144.443702324
802   45.7313367105   45.7313367105   133.85758562
803   45.8942183223   45.8942183223   133.69230938
804   45.6231916871   45.6231916871   134.93604224
805   45.6446241776   45.6446241776   135.428096236
806   45.3694556305   45.3694556305   136.228934234
807   45.2696579604   45.2696579604   137.971708797
808   45.2039808383   45.2039808383   138.083316785
809   45.3510189665   45.3510189665   136.425751441
810   46.009173785   46.009173785   132.331443678
811   46.7274414197   46.7274414197   129.054324798
812   45.8287858689   45.8287858689   134.575548743
813   45.7014058502   45.7014058502   134.958393781
814   45.0023256617   45.0023256617   139.006792007
815   45.582432433   45.582432433   135.740760453
816   45.2146518017   45.2146518017   138.25718343
817   45.4110882672   45.4110882672   137.460778611
818   45.8301635452   45.8301635452   133.516572385
819   44.6511475689   44.6511475689   140.7039026
820   44.7855171643   44.7855171643   140.021384024
821   44.4821979398   44.4821979398   142.288222818
822   44.2292275277   44.2292275277   143.668564896
823   45.3264823642   45.3264823642   137.018645859
824   45.3815298182   45.3815298182   137.031816628
825   45.0885138071   45.0885138071   138.59751167
826   46.1245481023   46.1245481023   132.479338001
827   45.9025951643   45.9025951643   133.590288356
828   45.6553434992   45.6553434992   135.108388552
829   45.8916878002   45.8916878002   134.209350692
830   46.4193315766   46.4193315766   130.434280244
831   45.3953317674   45.3953317674   135.865267957
832   46.0291303867   46.0291303867   132.984792526
833   46.2883692562   46.2883692562   131.361735045
834   45.6962770347   45.6962770347   134.579628476
835   45.4333088427   45.4333088427   136.171601008
836   45.718676477   45.718676477   134.840570141
837   45.7186475499   45.7186475499   134.706615907
838   45.2133699934   45.2133699934   137.926091508
839   44.3872890234   44.3872890234   142.793120896
840   45.2791210118   45.2791210118   137.217103089
841   45.7179950321   45.7179950321   134.309009498
842   45.1921542508   45.1921542508   138.593932743
843   45.2932258965   45.2932258965   136.894568443
844   45.7723824974   45.7723824974   134.715235885
845   45.8784076591   45.8784076591   133.912710917
846   46.1132632534   46.1132632534   132.248619698
847   46.556428347   46.556428347   130.16833646
848   46.0127228625   46.0127228625   132.655614803
849   44.4795609948   44.4795609948   142.51804903
850   44.3365000239   44.3365000239   142.985880294
851   45.6968396268   45.6968396268   135.126112295
852   45.4438205964   45.4438205964   136.460886722
853   45.7368850133   45.7368850133   135.055663212
854   44.8144553633   44.8144553633   140.194906918
855   45.8399950914   45.8399950914   134.171593747
856   46.2792226783   46.2792226783   131.934626664
857   45.7969392286   45.7969392286   134.129941416
858   46.3322168486   46.3322168486   131.208856223
859   45.6346835802   45.6346835802   135.451627653
860   46.1770567854   46.1770567854   132.736251803
861   46.5673455398   46.5673455398   130.109264257
862   45.9207965963   45.9207965963   133.948639363
863   45.8741251046   45.8741251046   133.424315314
864   45.3278794008   45.3278794008   137.619031811
865   45.4368228941   45.4368228941   136.269436704
866   45.8415899695   45.8415899695   134.388220324
867   44.9205509848   44.9205509848   139.771669008
868   45.2420359947   45.2420359947   137.73091497
869   44.912734239   44.912734239   139.622703271
870   44.8162198727   44.8162198727   140.679546152
871   44.8230961388   44.8230961388   140.856846472
872   44.6122880903   44.6122880903   141.103367633
873   44.6302925295   44.6302925295   142.038932619
874   45.0791610842   45.0791610842   137.879273413
875   46.016068352   46.016068352   132.622443218
876   45.8436275832   45.8436275832   134.034961829
877   46.0397609486   46.0397609486   133.222579441
878   45.4650440393   45.4650440393   136.115088038
879   45.8333066115   45.8333066115   134.119393734
880   45.1848846161   45.1848846161   138.016685332
881   45.0952805994   45.0952805994   138.692184071
882   44.8154883946   44.8154883946   140.040366846
883   45.4731687374   45.4731687374   135.515778076
884   45.6352116317   45.6352116317   135.260313711
885   44.3643244846   44.3643244846   141.802287305
886   44.5395974207   44.5395974207   141.998595638
887   45.7020742239   45.7020742239   135.107026059
888   45.680874758   45.680874758   134.883571214
889   45.6969854799   45.6969854799   134.400765385
890   45.5540452859   45.5540452859   135.745604447
891   45.1479405725   45.1479405725   138.263991497
892   44.4245368005   44.4245368005   142.795512659
893   44.9582399693   44.9582399693   139.732027523
894   44.770856864   44.770856864   140.106388645
895   44.59389202   44.59389202   141.380871436
896   44.8793873833   44.8793873833   139.679895096
897   45.5288352568   45.5288352568   136.416243142
898   45.910542518   45.910542518   133.542987914
899   45.2159724915   45.2159724915   137.40404549
900   45.7528298652   45.7528298652   134.324340491
901   46.000049844   46.000049844   133.432368444
902   45.5521796501   45.5521796501   135.627829141
903   45.7454529908   45.7454529908   134.40929169
904   45.6986383037   45.6986383037   133.621654147
905   45.1440399266   45.1440399266   137.270648108
906   45.2434493221   45.2434493221   138.33709272
907   45.6124563072   45.6124563072   135.278133665
908   45.7174548694   45.7174548694   134.444450592
909   45.7197120871   45.7197120871   135.409186626
910   45.991252889   45.991252889   132.903193545
911   46.3294597977   46.3294597977   130.982820157
912   45.9760877454   45.9760877454   132.424603796
913   46.1013532755   46.1013532755   132.86509095
914   45.5182102375   45.5182102375   135.38848461
915   45.0292644241   45.0292644241   138.612556118
916   45.715803672   45.715803672   134.461849023
917   46.0444481854   46.0444481854   132.874066364
918   46.146432863   46.146432863   132.253397954
919   45.6448111926   45.6448111926   134.534682429
920   45.6008863259   45.6008863259   135.641714061
921   45.3503392439   45.3503392439   136.669531839
922   45.722991779   45.722991779   134.555658152
923   45.8776817533   45.8776817533   134.356999739
924   45.4829518587   45.4829518587   136.134202777
925   46.0472818259   46.0472818259   132.856200168
926   45.7072879457   45.7072879457   134.889440994
927   45.5663460279   45.5663460279   135.957439159
928   46.3136494641   46.3136494641   132.511352172
929   45.2218353667   45.2218353667   138.015200385
930   45.9508415398   45.9508415398   133.47211863
931   45.7974707564   45.7974707564   134.246897326
932   45.5780694236   45.5780694236   136.444090851
933   45.4291155624   45.4291155624   136.391021544
934   45.8625264523   45.8625264523   133.869957609
935   45.781682589   45.781682589   134.638315724
936   45.377659126   45.377659126   136.870249629
937   46.5495470262   46.5495470262   129.325396479
938   46.2113061296   46.2113061296   131.192006897
939   46.7301352642   46.7301352642   129.063035909
940   46.273192044   46.273192044   132.05467919
941   47.0067346255   47.0067346255   127.428560181
942   46.7755640181   46.7755640181   128.765460259
943   46.2703075886   46.2703075886   131.967708731
944   46.338875245   46.338875245   131.545947527
945   46.3409261807   46.3409261807   130.83135395
946   45.3746314929   45.3746314929   136.872580054
947   45.4316428715   45.4316428715   136.763558816
948   46.3720208524   46.3720208524   131.072735616
949   46.1811369483   46.1811369483   131.942510761
950   46.0302443168   46.0302443168   132.781310165
951   45.8141161198   45.8141161198   134.901081445
952   46.3818463223   46.3818463223   131.52075552
953   46.0565618737   46.0565618737   132.39888097
954   46.7570788043   46.7570788043   128.348050524
955   45.5239033797   45.5239033797   135.715161521
956   45.604515319   45.604515319   135.056003899
957   46.3123832617   46.3123832617   132.253132726
958   45.8738851442   45.8738851442   134.415296359
959   45.740841889   45.740841889   133.936224814
960   44.967572778   44.967572778   139.321143975
961   45.205370866   45.205370866   138.142617405
962   45.1023303977   45.1023303977   138.705466419
963   45.0275813709   45.0275813709   138.416808953
964   45.6646218292   45.6646218292   135.019184832
965   44.3189583421   44.3189583421   143.107157962
966   44.2149748632   44.2149748632   143.394509362
967   45.2199170731   45.2199170731   138.677902798
968   44.4005506067   44.4005506067   142.918656911
969   45.6209989141   45.6209989141   135.762452809
970   44.4314624244   44.4314624244   142.612320751
971   44.7255056826   44.7255056826   141.19296051
972   44.8738718262   44.8738718262   139.552937603
973   45.5877922656   45.5877922656   135.514682645
974   45.2027025329   45.2027025329   137.484399181
975   44.4981876216   44.4981876216   142.340038996
976   45.2033843883   45.2033843883   138.048028228
977   44.9887106546   44.9887106546   139.270143824
978   45.229465725   45.229465725   137.766973407
979   44.9768857282   44.9768857282   139.527086122
980   45.019563145   45.019563145   138.625089466
981   44.7787783987   44.7787783987   140.090810624
982   44.7611510306   44.7611510306   140.869081148
983   44.5678220721   44.5678220721   141.215281151
984   44.8983630782   44.8983630782   139.573814059
985   45.0425412072   45.0425412072   138.548596128
986   44.7627429228   44.7627429228   140.511138065
987   45.7766025696   45.7766025696   134.649397201
988   46.0204697096   46.0204697096   132.162829653
989   46.877472126   46.877472126   128.597939413
990   45.6538559708   45.6538559708   134.448985169
991   45.3514247133   45.3514247133   137.053759172
992   45.9046523618   45.9046523618   133.613423974
993   45.8278952501   45.8278952501   133.49621391
994   46.6627767958   46.6627767958   129.964548003
995   46.5316601833   46.5316601833   130.545966269
996   45.6443142707   45.6443142707   135.443240324
997   45.6663717247   45.6663717247   135.729931002
998   45.7679729998   45.7679729998   134.00351379
999   45.2008379891   45.2008379891   137.705734987
1000   45.6803559609   45.6803559609   134.614621138
